Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
ssw_test	large	large	water	NA	0.59	0.59	0.00	7184	100%
python	large	large	blank	NA	0.03	0.02	0.00	12544	73%
sequence_align	large	large	hirschberg	NA	10.69	10.67	0.00	15744	99%
sequence_align	large	large	needle	NA	13.35	12.08	1.25	12295296	99%
biopython	large	large	needle	NA	5.60	4.84	0.79	802920	100%
alnSeq	large	large	needle	byte	4.73	4.66	0.07	768344	100%
alnSeq	large	large	needle	mid	3.71	3.65	0.06	768404	100%
alnSeq	large	large	needle	fast	1.51	1.45	0.06	768364	99%
alnSeq	large	large	water	byte	3.99	3.93	0.05	768352	99%
alnSeq	large	large	water	mid	3.30	3.26	0.03	768300	99%
alnSeq	large	large	water	fast	2.19	2.14	0.05	768284	99%
bio-align	large	large	needle	NA	3.24	2.77	0.46	6142460	99%
emboss	large	large	needle	NA	27.82	26.86	0.95	12294412	99%
emboss	large	large	water	NA	13.31	12.81	0.49	6156236	99%
alnSeq	large	ramKiller	needle	two-bit	41.14	40.36	0.77	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.63	43.85	0.77	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	63.82	63.81	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.39	56.38	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.89	48.88	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.59	41.58	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.60	37.59	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.57	0.00	1664	99%
bio-align	large	ramKiller	hirschberg	NA	25.18	25.18	0.00	6260	99%
ssw_test	large	ramKiller	water	NA	3.18	3.12	0.05	324004	100%
python	large	ramKiller	blank	NA	0.04	0.02	0.00	14464	63%
sequence_align	large	ramKiller	hirschberg	NA	75.95	75.90	0.03	27904	99%
alnSeq	large	ramKiller	needle	two-bit	41.23	40.56	0.66	1369728	99%
alnSeq	large	ramKiller	water	two-bit	44.73	44.06	0.65	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	63.86	63.85	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.39	56.38	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.85	48.84	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.94	41.94	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	mid	37.59	37.59	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	17.59	17.58	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.31	25.31	0.00	6376	99%
ssw_test	large	ramKiller	water	NA	3.16	3.11	0.05	323876	99%
python	large	ramKiller	blank	NA	0.04	0.01	0.00	14464	56%
sequence_align	large	ramKiller	hirschberg	NA	75.96	75.93	0.00	28032	99%
alnSeq	large	ramKiller	needle	two-bit	41.35	40.61	0.73	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.63	43.85	0.77	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	64.11	64.11	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.39	56.38	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.87	48.86	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.91	41.91	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	mid	37.59	37.58	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.57	0.00	1664	100%
bio-align	large	ramKiller	hirschberg	NA	25.23	25.22	0.00	6224	99%
ssw_test	large	ramKiller	water	NA	3.08	3.03	0.05	324004	100%
python	large	ramKiller	blank	NA	0.07	0.02	0.02	14464	67%
sequence_align	large	ramKiller	hirschberg	NA	75.98	75.94	0.01	28032	99%
alnSeq	large	ramKiller	needle	two-bit	41.27	40.48	0.78	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.59	43.87	0.71	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	63.90	63.89	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.37	56.36	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.88	48.87	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.52	41.50	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.60	37.58	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	17.59	17.58	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.11	25.10	0.00	6132	99%
ssw_test	large	ramKiller	water	NA	3.00	2.96	0.03	323876	99%
python	large	ramKiller	blank	NA	0.05	0.01	0.02	14336	70%
sequence_align	large	ramKiller	hirschberg	NA	75.94	75.90	0.01	28160	99%
alnSeq	large	ramKiller	needle	two-bit	41.35	40.59	0.75	1369728	99%
alnSeq	large	ramKiller	water	two-bit	45.85	45.20	0.61	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	63.98	63.96	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.40	56.40	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.87	48.87	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.77	41.76	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.60	37.60	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.57	0.00	1664	99%
bio-align	large	ramKiller	hirschberg	NA	24.96	24.95	0.00	6400	99%
ssw_test	large	ramKiller	water	NA	3.16	3.13	0.03	323104	100%
python	large	ramKiller	blank	NA	0.04	0.01	0.01	14464	65%
sequence_align	large	ramKiller	hirschberg	NA	75.99	75.95	0.01	27904	99%
alnSeq	large	ramKiller	needle	two-bit	41.25	40.46	0.78	1369728	99%
alnSeq	large	ramKiller	water	two-bit	44.60	43.90	0.69	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	63.80	63.79	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.39	56.38	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.88	48.88	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.74	41.73	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	mid	37.59	37.59	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.57	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.24	25.23	0.00	6132	99%
ssw_test	large	ramKiller	water	NA	2.94	2.88	0.06	324008	100%
python	large	ramKiller	blank	NA	0.07	0.02	0.02	14464	72%
sequence_align	large	ramKiller	hirschberg	NA	75.95	75.91	0.01	27904	99%
alnSeq	large	ramKiller	needle	two-bit	41.30	40.59	0.70	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.74	44.05	0.69	1369616	99%
alnSeq	large	ramKiller	mem-water	byte	64.17	64.17	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.37	56.36	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.88	48.88	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.68	41.68	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.59	37.59	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.58	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.15	25.14	0.00	6224	99%
ssw_test	large	ramKiller	water	NA	2.96	2.91	0.05	322976	99%
python	large	ramKiller	blank	NA	0.04	0.02	0.00	14464	61%
sequence_align	large	ramKiller	hirschberg	NA	75.95	75.91	0.01	27904	99%
alnSeq	large	ramKiller	needle	two-bit	41.40	40.68	0.71	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.62	43.94	0.68	1369728	99%
alnSeq	large	ramKiller	mem-water	byte	64.18	64.18	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.39	56.38	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.88	48.87	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.64	41.63	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.59	37.59	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.58	0.00	1536	100%
bio-align	large	ramKiller	hirschberg	NA	25.51	25.51	0.00	6248	99%
ssw_test	large	ramKiller	water	NA	3.19	3.15	0.04	322976	100%
python	large	ramKiller	blank	NA	0.05	0.02	0.00	14464	70%
sequence_align	large	ramKiller	hirschberg	NA	75.97	75.94	0.00	28032	99%
alnSeq	large	ramKiller	needle	two-bit	41.29	40.51	0.78	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.63	43.91	0.70	1369728	99%
alnSeq	large	ramKiller	mem-water	byte	64.02	64.02	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.38	56.37	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.87	48.86	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.92	41.91	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.58	37.58	0.00	1664	100%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.57	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.12	25.12	0.00	6400	100%
ssw_test	large	ramKiller	water	NA	3.18	3.15	0.03	323108	99%
python	large	ramKiller	blank	NA	0.04	0.01	0.01	14464	66%
sequence_align	large	ramKiller	hirschberg	NA	75.99	75.94	0.01	27904	99%
alnSeq	large	ramKiller	needle	two-bit	41.22	40.42	0.79	1369600	99%
alnSeq	large	ramKiller	water	two-bit	44.71	43.98	0.72	1369600	99%
alnSeq	large	ramKiller	mem-water	byte	64.08	64.08	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	mid	56.37	56.36	0.00	1664	99%
alnSeq	large	ramKiller	mem-water	fast	48.87	48.86	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	byte	41.71	41.70	0.00	1664	99%
alnSeq	large	ramKiller	hirschberg	mid	37.60	37.59	0.00	1536	99%
alnSeq	large	ramKiller	hirschberg	fast	17.58	17.58	0.00	1536	99%
bio-align	large	ramKiller	hirschberg	NA	25.01	25.01	0.00	6272	99%
ssw_test	large	ramKiller	water	NA	3.17	3.14	0.03	322976	99%
python	large	ramKiller	blank	NA	0.04	0.01	0.01	14336	66%
sequence_align	large	ramKiller	hirschberg	NA	75.98	75.92	0.03	27904	99%
alnSeq	ramKiller	small	needle	two-bit	2.59	2.52	0.07	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.80	2.74	0.06	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.54	3.53	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	mid	3.05	3.04	0.01	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.89	2.88	0.00	5888	99%
alnSeq	ramKiller	small	hirschberg	byte	2.64	2.63	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.12	0.00	4352	100%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.14	0.13	0.00	9336	99%
python	ramKiller	small	blank	NA	0.05	0.02	0.01	14336	73%
sequence_align	ramKiller	small	hirschberg	NA	4.82	4.78	0.01	25252	99%
sequence_align	ramKiller	small	needle	NA	5.94	5.34	0.57	5530628	99%
biopython	ramKiller	small	needle	NA	2.82	2.36	0.47	386516	100%
alnSeq	ramKiller	small	needle	byte	2.12	2.09	0.03	346640	100%
alnSeq	ramKiller	small	needle	mid	1.69	1.65	0.03	346604	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.65	0.03	346656	99%
alnSeq	ramKiller	small	water	byte	1.80	1.79	0.00	346500	99%
alnSeq	ramKiller	small	water	mid	1.48	1.46	0.01	346404	99%
alnSeq	ramKiller	small	water	fast	0.94	0.91	0.03	346448	100%
bio-align	ramKiller	small	needle	NA	1.47	1.27	0.20	2757152	99%
emboss	ramKiller	small	needle	NA	17.39	16.97	0.42	5522696	99%
emboss	ramKiller	small	water	NA	11.85	11.62	0.23	2771580	99%
alnSeq	ramKiller	small	needle	two-bit	2.60	2.56	0.03	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.83	2.77	0.05	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.52	3.51	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.05	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.88	0.00	5888	99%
alnSeq	ramKiller	small	hirschberg	byte	2.61	2.60	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.12	0.00	4224	99%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.15	0.14	0.00	9208	100%
python	ramKiller	small	blank	NA	0.05	0.02	0.00	14336	61%
sequence_align	ramKiller	small	hirschberg	NA	4.83	4.79	0.01	25256	99%
sequence_align	ramKiller	small	needle	NA	5.98	5.35	0.60	5530840	99%
biopython	ramKiller	small	needle	NA	2.39	2.20	0.48	387044	112%
alnSeq	ramKiller	small	needle	byte	2.12	2.09	0.02	346584	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.65	0.02	346580	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.66	0.02	346672	99%
alnSeq	ramKiller	small	water	byte	1.79	1.76	0.03	346440	99%
alnSeq	ramKiller	small	water	mid	1.48	1.46	0.02	346468	99%
alnSeq	ramKiller	small	water	fast	0.94	0.91	0.03	346392	99%
bio-align	ramKiller	small	needle	NA	1.47	1.26	0.21	2757404	99%
emboss	ramKiller	small	needle	NA	17.17	16.75	0.42	5522620	99%
emboss	ramKiller	small	water	NA	11.86	11.63	0.22	2771536	99%
alnSeq	ramKiller	small	needle	two-bit	2.59	2.53	0.05	88320	99%
alnSeq	ramKiller	small	water	two-bit	2.80	2.75	0.05	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.51	3.51	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.06	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.88	0.00	5888	100%
alnSeq	ramKiller	small	hirschberg	byte	2.63	2.62	0.01	4480	100%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.38	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.11	0.00	4224	99%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.15	0.14	0.00	9336	99%
python	ramKiller	small	blank	NA	0.04	0.02	0.00	14336	60%
sequence_align	ramKiller	small	hirschberg	NA	4.85	4.81	0.01	25164	99%
sequence_align	ramKiller	small	needle	NA	5.97	5.35	0.59	5531992	99%
biopython	ramKiller	small	needle	NA	2.36	2.27	0.40	386912	113%
alnSeq	ramKiller	small	needle	byte	2.12	2.10	0.01	346632	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.64	0.03	346632	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.66	0.01	346596	99%
alnSeq	ramKiller	small	water	byte	1.80	1.79	0.01	346492	100%
alnSeq	ramKiller	small	water	mid	1.48	1.44	0.04	346400	100%
alnSeq	ramKiller	small	water	fast	0.94	0.91	0.03	346388	100%
bio-align	ramKiller	small	needle	NA	1.47	1.27	0.20	2757408	99%
emboss	ramKiller	small	needle	NA	17.28	16.84	0.43	5522644	99%
emboss	ramKiller	small	water	NA	11.96	11.75	0.20	2771472	99%
alnSeq	ramKiller	small	needle	two-bit	2.59	2.56	0.03	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.81	2.77	0.04	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.51	3.50	0.01	5888	99%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.05	0.01	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.88	0.00	5888	100%
alnSeq	ramKiller	small	hirschberg	byte	2.64	2.63	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.12	0.00	4352	99%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.15	0.15	0.00	9336	100%
python	ramKiller	small	blank	NA	0.04	0.02	0.00	14336	60%
sequence_align	ramKiller	small	hirschberg	NA	4.86	4.81	0.01	25292	99%
sequence_align	ramKiller	small	needle	NA	5.97	5.40	0.54	5530844	99%
biopython	ramKiller	small	needle	NA	2.38	2.22	0.47	386916	113%
alnSeq	ramKiller	small	needle	byte	2.12	2.10	0.01	346644	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.65	0.02	346624	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.63	0.05	346624	100%
alnSeq	ramKiller	small	water	byte	1.79	1.78	0.00	346464	100%
alnSeq	ramKiller	small	water	mid	1.48	1.45	0.03	346492	100%
alnSeq	ramKiller	small	water	fast	0.94	0.91	0.03	346416	99%
bio-align	ramKiller	small	needle	NA	1.47	1.27	0.20	2757408	100%
emboss	ramKiller	small	needle	NA	17.36	16.93	0.42	5522692	99%
emboss	ramKiller	small	water	NA	11.92	11.69	0.22	2771484	99%
alnSeq	ramKiller	small	needle	two-bit	2.58	2.53	0.05	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.80	2.74	0.05	88320	99%
alnSeq	ramKiller	small	mem-water	byte	3.53	3.52	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	mid	3.05	3.05	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.88	0.00	5888	100%
alnSeq	ramKiller	small	hirschberg	byte	2.61	2.60	0.00	4352	100%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4352	100%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.11	0.00	4224	99%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.14	0.14	0.00	9328	100%
python	ramKiller	small	blank	NA	0.04	0.01	0.01	14336	59%
sequence_align	ramKiller	small	hirschberg	NA	4.82	4.77	0.02	25260	99%
sequence_align	ramKiller	small	needle	NA	5.95	5.36	0.56	5531352	99%
biopython	ramKiller	small	needle	NA	2.67	2.25	0.46	386788	101%
alnSeq	ramKiller	small	needle	byte	2.12	2.10	0.02	346636	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.64	0.02	346656	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.65	0.02	346696	99%
alnSeq	ramKiller	small	water	byte	1.79	1.79	0.00	346404	100%
alnSeq	ramKiller	small	water	mid	1.48	1.47	0.00	346512	100%
alnSeq	ramKiller	small	water	fast	0.94	0.92	0.01	346424	99%
bio-align	ramKiller	small	needle	NA	1.50	1.28	0.21	2757408	99%
emboss	ramKiller	small	needle	NA	17.57	17.14	0.42	5522652	99%
emboss	ramKiller	small	water	NA	11.90	11.68	0.21	2771536	99%
alnSeq	ramKiller	small	needle	two-bit	2.60	2.55	0.04	88320	100%
alnSeq	ramKiller	small	water	two-bit	2.80	2.75	0.05	88320	99%
alnSeq	ramKiller	small	mem-water	byte	3.53	3.52	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	mid	3.05	3.05	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.87	0.00	5888	99%
alnSeq	ramKiller	small	hirschberg	byte	2.62	2.60	0.01	4352	99%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.11	0.00	4224	100%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.15	0.14	0.00	9200	100%
python	ramKiller	small	blank	NA	0.04	0.01	0.01	14208	66%
sequence_align	ramKiller	small	hirschberg	NA	4.82	4.78	0.02	25256	99%
sequence_align	ramKiller	small	needle	NA	6.00	5.35	0.62	5529816	99%
biopython	ramKiller	small	needle	NA	2.42	2.28	0.44	386812	112%
alnSeq	ramKiller	small	needle	byte	2.12	2.09	0.03	346680	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.64	0.03	346640	100%
alnSeq	ramKiller	small	needle	fast	0.68	0.65	0.02	346584	99%
alnSeq	ramKiller	small	water	byte	1.79	1.77	0.02	346480	99%
alnSeq	ramKiller	small	water	mid	1.48	1.46	0.01	346432	100%
alnSeq	ramKiller	small	water	fast	0.94	0.92	0.01	346396	99%
bio-align	ramKiller	small	needle	NA	1.47	1.26	0.20	2757276	99%
emboss	ramKiller	small	needle	NA	17.37	16.93	0.44	5522668	99%
emboss	ramKiller	small	water	NA	11.88	11.67	0.21	2771372	99%
alnSeq	ramKiller	small	needle	two-bit	2.63	2.58	0.05	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.87	2.83	0.03	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.51	3.50	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.05	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.87	0.00	5888	99%
alnSeq	ramKiller	small	hirschberg	byte	2.62	2.62	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4352	100%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.11	0.00	4224	100%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.14	0.14	0.00	9208	100%
python	ramKiller	small	blank	NA	0.04	0.00	0.01	14336	63%
sequence_align	ramKiller	small	hirschberg	NA	4.83	4.79	0.01	25164	99%
sequence_align	ramKiller	small	needle	NA	6.00	5.48	0.50	5530844	99%
biopython	ramKiller	small	needle	NA	2.45	2.26	0.49	386904	112%
alnSeq	ramKiller	small	needle	byte	2.12	2.10	0.02	346660	100%
alnSeq	ramKiller	small	needle	mid	1.68	1.64	0.03	346688	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.65	0.03	346684	99%
alnSeq	ramKiller	small	water	byte	1.79	1.77	0.02	346400	99%
alnSeq	ramKiller	small	water	mid	1.48	1.47	0.00	346492	100%
alnSeq	ramKiller	small	water	fast	0.94	0.91	0.02	346492	99%
bio-align	ramKiller	small	needle	NA	1.47	1.27	0.19	2757280	99%
emboss	ramKiller	small	needle	NA	17.39	16.95	0.43	5522688	99%
emboss	ramKiller	small	water	NA	11.90	11.67	0.22	2771280	99%
alnSeq	ramKiller	small	needle	two-bit	2.60	2.55	0.05	88448	100%
alnSeq	ramKiller	small	water	two-bit	2.81	2.77	0.04	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.52	3.52	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.06	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.87	0.00	5888	99%
alnSeq	ramKiller	small	hirschberg	byte	2.63	2.63	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.38	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.12	0.00	4352	100%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.15	0.14	0.01	9208	100%
python	ramKiller	small	blank	NA	0.04	0.02	0.00	14208	63%
sequence_align	ramKiller	small	hirschberg	NA	4.81	4.78	0.01	25260	99%
sequence_align	ramKiller	small	needle	NA	6.00	5.38	0.58	5530840	99%
biopython	ramKiller	small	needle	NA	2.38	2.20	0.48	386660	112%
alnSeq	ramKiller	small	needle	byte	2.12	2.09	0.03	346644	100%
alnSeq	ramKiller	small	needle	mid	1.67	1.65	0.02	346608	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.65	0.03	346684	99%
alnSeq	ramKiller	small	water	byte	1.79	1.77	0.02	346488	100%
alnSeq	ramKiller	small	water	mid	1.48	1.45	0.02	346476	99%
alnSeq	ramKiller	small	water	fast	0.94	0.90	0.04	346400	100%
bio-align	ramKiller	small	needle	NA	1.47	1.26	0.20	2757408	99%
emboss	ramKiller	small	needle	NA	17.36	16.93	0.42	5522672	99%
emboss	ramKiller	small	water	NA	11.92	11.70	0.21	2771520	99%
alnSeq	ramKiller	small	needle	two-bit	2.60	2.54	0.05	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.82	2.76	0.06	88448	99%
alnSeq	ramKiller	small	mem-water	byte	3.56	3.55	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.06	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.89	2.88	0.00	5888	99%
alnSeq	ramKiller	small	hirschberg	byte	2.61	2.61	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.37	0.00	4352	99%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.11	0.00	4224	99%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.15	0.14	0.00	9188	99%
python	ramKiller	small	blank	NA	0.04	0.02	0.00	14336	62%
sequence_align	ramKiller	small	hirschberg	NA	4.83	4.78	0.01	25164	99%
sequence_align	ramKiller	small	needle	NA	5.97	5.44	0.50	5529820	99%
biopython	ramKiller	small	needle	NA	2.68	2.27	0.48	386920	102%
alnSeq	ramKiller	small	needle	byte	2.12	2.11	0.00	346660	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.64	0.03	346580	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.66	0.01	346604	99%
alnSeq	ramKiller	small	water	byte	1.79	1.76	0.02	346480	99%
alnSeq	ramKiller	small	water	mid	1.48	1.47	0.01	346472	99%
alnSeq	ramKiller	small	water	fast	0.94	0.92	0.02	346492	100%
bio-align	ramKiller	small	needle	NA	1.47	1.26	0.20	2757280	99%
emboss	ramKiller	small	needle	NA	17.35	16.91	0.44	5522672	99%
emboss	ramKiller	small	water	NA	11.84	11.63	0.20	2771372	100%
alnSeq	ramKiller	small	needle	two-bit	2.61	2.56	0.04	88448	99%
alnSeq	ramKiller	small	water	two-bit	2.82	2.76	0.06	88448	100%
alnSeq	ramKiller	small	mem-water	byte	3.51	3.51	0.00	5888	100%
alnSeq	ramKiller	small	mem-water	mid	3.06	3.05	0.00	5888	99%
alnSeq	ramKiller	small	mem-water	fast	2.88	2.88	0.00	5888	100%
alnSeq	ramKiller	small	hirschberg	byte	2.61	2.61	0.00	4480	99%
alnSeq	ramKiller	small	hirschberg	mid	2.38	2.38	0.00	4480	100%
alnSeq	ramKiller	small	hirschberg	fast	1.12	1.11	0.00	4224	99%
bio-align	ramKiller	small	hirschberg	NA	NA	NA	NA	NA	NA
ssw_test	ramKiller	small	water	NA	0.14	0.13	0.01	9080	100%
python	ramKiller	small	blank	NA	0.04	0.01	0.00	14336	65%
sequence_align	ramKiller	small	hirschberg	NA	4.81	4.78	0.01	25264	99%
sequence_align	ramKiller	small	needle	NA	5.96	5.38	0.56	5530844	99%
biopython	ramKiller	small	needle	NA	2.34	2.16	0.49	386652	113%
alnSeq	ramKiller	small	needle	byte	2.12	2.09	0.03	346588	99%
alnSeq	ramKiller	small	needle	mid	1.67	1.65	0.02	346588	99%
alnSeq	ramKiller	small	needle	fast	0.68	0.66	0.02	346632	99%
alnSeq	ramKiller	small	water	byte	1.80	1.73	0.06	346528	99%
alnSeq	ramKiller	small	water	mid	1.48	1.45	0.03	346528	99%
alnSeq	ramKiller	small	water	fast	0.94	0.91	0.03	346428	99%
