Program	ref	query	algorithm	flags	elapsedTime	userTime	systemTime	maxResidentMemory	CPU
alnSeq	mid	mid	scan	mid	1.45	1.44	0.00	120348	99%
alnSeq	mid	mid	needle	fast	0.32	0.31	0.00	119256	99%
alnSeq	mid	mid	water	fast	0.32	0.30	0.01	119296	100%
alnSeq	mid	mid	scan	fast	1.11	1.11	0.00	120388	99%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951608	99%
emboss	mid	mid	needle	NA	1.65	1.50	0.15	1913804	99%
emboss	mid	mid	water	NA	1.85	1.77	0.08	966232	99%
alnSeq	mid	mid	needle	two-bit	1.08	1.06	0.01	30336	99%
alnSeq	mid	mid	water	two-bit	1.01	0.99	0.01	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.87	0.01	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	100%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	100%
bio-align	mid	mid	hirschberg	NA	0.56	0.56	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.12	0.11	0.00	25084	100%
alnSeq	mid	mid	needle	byte	0.50	0.49	0.01	119344	99%
alnSeq	mid	mid	water	byte	0.57	0.56	0.01	119260	99%
alnSeq	mid	mid	scan	byte	1.30	1.29	0.01	120360	99%
alnSeq	mid	mid	needle	mid	0.46	0.44	0.01	119360	99%
alnSeq	mid	mid	water	mid	0.55	0.55	0.00	119332	100%
alnSeq	mid	mid	scan	mid	1.45	1.43	0.01	120404	100%
alnSeq	mid	mid	needle	fast	0.32	0.31	0.00	119272	100%
alnSeq	mid	mid	water	fast	0.32	0.31	0.00	119244	99%
alnSeq	mid	mid	scan	fast	1.11	1.10	0.01	120396	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951480	99%
emboss	mid	mid	needle	NA	1.63	1.50	0.13	1913520	99%
emboss	mid	mid	water	NA	1.86	1.78	0.08	966008	99%
alnSeq	mid	mid	needle	two-bit	1.07	1.07	0.00	30336	99%
alnSeq	mid	mid	water	two-bit	1.01	0.99	0.01	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.86	0.01	31360	100%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	100%
alnSeq	mid	mid	hirschberg	mid	1.03	1.02	0.00	1024	99%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	99%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4736	100%
ssw_test	mid	mid	water	NA	0.11	0.11	0.00	25080	100%
alnSeq	mid	mid	needle	byte	0.50	0.49	0.01	119304	100%
alnSeq	mid	mid	water	byte	0.58	0.58	0.00	119352	99%
alnSeq	mid	mid	scan	byte	1.30	1.29	0.01	120320	99%
alnSeq	mid	mid	needle	mid	0.46	0.43	0.02	119260	99%
alnSeq	mid	mid	water	mid	0.55	0.54	0.00	119340	100%
alnSeq	mid	mid	scan	mid	1.45	1.44	0.00	120292	99%
alnSeq	mid	mid	needle	fast	0.32	0.31	0.00	119372	100%
alnSeq	mid	mid	water	fast	0.32	0.31	0.00	119276	99%
alnSeq	mid	mid	scan	fast	1.11	1.10	0.01	120380	99%
bio-align	mid	mid	needle	NA	0.53	0.45	0.07	951604	99%
emboss	mid	mid	needle	NA	1.63	1.51	0.12	1913804	99%
emboss	mid	mid	water	NA	1.86	1.78	0.08	966232	99%
alnSeq	mid	mid	needle	two-bit	1.08	1.07	0.00	30336	99%
alnSeq	mid	mid	water	two-bit	1.01	0.99	0.01	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.85	0.02	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	100%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	99%
alnSeq	mid	mid	hirschberg	mid	1.02	1.02	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	100%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.12	0.10	0.01	25084	100%
alnSeq	mid	mid	needle	byte	0.50	0.50	0.00	119260	100%
alnSeq	mid	mid	water	byte	0.61	0.60	0.01	119268	99%
alnSeq	mid	mid	scan	byte	1.32	1.30	0.01	120340	99%
alnSeq	mid	mid	needle	mid	0.46	0.43	0.02	119276	99%
alnSeq	mid	mid	water	mid	0.55	0.54	0.00	119316	100%
alnSeq	mid	mid	scan	mid	1.45	1.44	0.00	120300	100%
alnSeq	mid	mid	needle	fast	0.32	0.30	0.01	119296	100%
alnSeq	mid	mid	water	fast	0.32	0.31	0.00	119284	100%
alnSeq	mid	mid	scan	fast	1.12	1.11	0.00	120328	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951608	100%
emboss	mid	mid	needle	NA	1.62	1.46	0.15	1913804	99%
emboss	mid	mid	water	NA	1.88	1.78	0.10	966168	99%
alnSeq	mid	mid	needle	two-bit	1.07	1.06	0.01	30336	99%
alnSeq	mid	mid	water	two-bit	1.02	1.00	0.02	30336	99%
alnSeq	mid	mid	scan	two-bit	1.88	1.85	0.02	31360	99%
alnSeq	mid	mid	hirschberg	byte	1.08	1.08	0.00	1024	99%
alnSeq	mid	mid	hirschberg	two-bit	1.81	1.81	0.00	896	99%
alnSeq	mid	mid	hirschberg	mid	1.03	1.03	0.00	1024	100%
alnSeq	mid	mid	hirschberg	fast	0.33	0.33	0.00	1024	100%
bio-align	mid	mid	hirschberg	NA	0.54	0.54	0.00	4608	100%
ssw_test	mid	mid	water	NA	0.11	0.10	0.01	25084	99%
alnSeq	mid	mid	needle	byte	0.50	0.50	0.00	119356	100%
alnSeq	mid	mid	water	byte	0.57	0.56	0.01	119252	100%
alnSeq	mid	mid	scan	byte	1.30	1.29	0.01	120388	99%
alnSeq	mid	mid	needle	mid	0.46	0.45	0.00	119320	99%
alnSeq	mid	mid	water	mid	0.55	0.55	0.00	119364	99%
alnSeq	mid	mid	scan	mid	1.45	1.43	0.01	120328	99%
alnSeq	mid	mid	needle	fast	0.32	0.30	0.01	119324	99%
alnSeq	mid	mid	water	fast	0.34	0.31	0.02	119316	98%
alnSeq	mid	mid	scan	fast	1.11	1.10	0.01	120360	100%
bio-align	mid	mid	needle	NA	0.52	0.45	0.07	951608	99%
emboss	mid	mid	needle	NA	1.65	1.48	0.16	1913612	99%
emboss	mid	mid	water	NA	1.87	1.79	0.07	966168	99%
alnSeq	mid	large	needle	two-bit	2.71	2.67	0.04	75264	99%
alnSeq	mid	large	water	two-bit	2.55	2.50	0.04	75264	99%
alnSeq	mid	large	scan	two-bit	4.75	4.70	0.05	76928	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	100%
alnSeq	mid	large	hirschberg	two-bit	4.57	4.57	0.00	896	99%
alnSeq	mid	large	hirschberg	mid	2.58	2.58	0.00	1024	100%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	100%
bio-align	mid	large	hirschberg	NA	1.36	1.36	0.00	4864	100%
ssw_test	mid	large	water	NA	0.33	0.30	0.02	51744	99%
alnSeq	mid	large	needle	byte	1.26	1.25	0.01	298892	100%
alnSeq	mid	large	water	byte	1.47	1.45	0.01	298840	99%
alnSeq	mid	large	scan	byte	3.30	3.28	0.01	300528	100%
alnSeq	mid	large	needle	mid	1.16	1.14	0.01	298852	100%
alnSeq	mid	large	water	mid	1.38	1.36	0.02	298824	100%
alnSeq	mid	large	scan	mid	3.67	3.65	0.01	300600	99%
alnSeq	mid	large	needle	fast	0.80	0.77	0.02	298896	100%
alnSeq	mid	large	water	fast	0.81	0.78	0.02	298900	99%
alnSeq	mid	large	scan	fast	3.01	2.98	0.02	300524	100%
bio-align	mid	large	needle	NA	1.54	1.35	0.18	2387832	99%
emboss	mid	large	needle	NA	4.13	3.76	0.36	4786168	99%
emboss	mid	large	water	NA	4.64	4.45	0.19	2402368	100%
alnSeq	mid	large	needle	two-bit	2.71	2.67	0.04	75264	100%
alnSeq	mid	large	water	two-bit	2.52	2.46	0.06	75264	100%
alnSeq	mid	large	scan	two-bit	4.74	4.69	0.04	76800	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	99%
alnSeq	mid	large	hirschberg	two-bit	4.56	4.56	0.00	896	99%
alnSeq	mid	large	hirschberg	mid	2.57	2.57	0.00	1024	100%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	99%
bio-align	mid	large	hirschberg	NA	1.40	1.40	0.00	4992	100%
ssw_test	mid	large	water	NA	0.33	0.32	0.01	52776	100%
alnSeq	mid	large	needle	byte	1.26	1.25	0.01	298864	100%
alnSeq	mid	large	water	byte	1.44	1.42	0.02	298796	100%
alnSeq	mid	large	scan	byte	3.24	3.21	0.02	300572	99%
alnSeq	mid	large	needle	mid	1.16	1.15	0.00	298912	99%
alnSeq	mid	large	water	mid	1.38	1.36	0.02	298848	99%
alnSeq	mid	large	scan	mid	3.67	3.64	0.03	300572	99%
alnSeq	mid	large	needle	fast	0.80	0.78	0.01	298808	99%
alnSeq	mid	large	water	fast	0.81	0.79	0.01	298800	99%
alnSeq	mid	large	scan	fast	3.01	2.99	0.02	300492	100%
bio-align	mid	large	needle	NA	1.54	1.36	0.17	2387836	99%
emboss	mid	large	needle	NA	4.18	3.76	0.41	4785956	99%
emboss	mid	large	water	NA	4.64	4.42	0.21	2402400	99%
alnSeq	mid	large	needle	two-bit	2.71	2.69	0.01	75264	99%
alnSeq	mid	large	water	two-bit	2.57	2.54	0.03	75264	99%
alnSeq	mid	large	scan	two-bit	4.75	4.71	0.03	76928	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	99%
alnSeq	mid	large	hirschberg	two-bit	4.56	4.56	0.00	896	99%
alnSeq	mid	large	hirschberg	mid	2.58	2.58	0.00	896	100%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	99%
bio-align	mid	large	hirschberg	NA	1.36	1.36	0.00	4864	100%
ssw_test	mid	large	water	NA	0.32	0.32	0.00	51748	99%
alnSeq	mid	large	needle	byte	1.26	1.23	0.02	298888	100%
alnSeq	mid	large	water	byte	1.44	1.42	0.02	298896	99%
alnSeq	mid	large	scan	byte	3.24	3.20	0.03	300584	99%
alnSeq	mid	large	needle	mid	1.16	1.12	0.03	298824	99%
alnSeq	mid	large	water	mid	1.38	1.36	0.01	298808	100%
alnSeq	mid	large	scan	mid	3.67	3.64	0.03	300516	99%
alnSeq	mid	large	needle	fast	0.80	0.77	0.03	298896	99%
alnSeq	mid	large	water	fast	0.81	0.79	0.01	298788	99%
alnSeq	mid	large	scan	fast	3.01	2.98	0.02	300508	99%
bio-align	mid	large	needle	NA	1.54	1.36	0.18	2387836	100%
emboss	mid	large	needle	NA	4.07	3.69	0.37	4786036	99%
emboss	mid	large	water	NA	4.64	4.45	0.18	2402496	99%
alnSeq	mid	large	needle	two-bit	2.71	2.67	0.03	75264	99%
alnSeq	mid	large	water	two-bit	2.53	2.49	0.03	75264	99%
alnSeq	mid	large	scan	two-bit	4.75	4.68	0.06	76928	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	99%
alnSeq	mid	large	hirschberg	two-bit	4.57	4.56	0.00	896	99%
alnSeq	mid	large	hirschberg	mid	2.58	2.57	0.00	1024	99%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	99%
bio-align	mid	large	hirschberg	NA	1.36	1.35	0.00	4864	99%
ssw_test	mid	large	water	NA	0.32	0.31	0.00	51748	100%
alnSeq	mid	large	needle	byte	1.26	1.21	0.04	298828	99%
alnSeq	mid	large	water	byte	1.45	1.42	0.02	298796	99%
alnSeq	mid	large	scan	byte	3.29	3.27	0.02	300596	99%
alnSeq	mid	large	needle	mid	1.16	1.14	0.01	298820	100%
alnSeq	mid	large	water	mid	1.38	1.35	0.02	298868	100%
alnSeq	mid	large	scan	mid	3.67	3.64	0.03	300516	100%
alnSeq	mid	large	needle	fast	0.80	0.78	0.02	298812	99%
alnSeq	mid	large	water	fast	0.81	0.77	0.03	298860	99%
alnSeq	mid	large	scan	fast	3.01	2.99	0.02	300580	99%
bio-align	mid	large	needle	NA	1.55	1.36	0.18	2387836	99%
emboss	mid	large	needle	NA	4.19	3.80	0.38	4786024	99%
emboss	mid	large	water	NA	4.56	4.37	0.19	2402392	99%
alnSeq	mid	large	needle	two-bit	2.71	2.67	0.04	75264	99%
alnSeq	mid	large	water	two-bit	2.56	2.51	0.05	75264	99%
alnSeq	mid	large	scan	two-bit	4.75	4.70	0.04	76928	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	100%
alnSeq	mid	large	hirschberg	two-bit	4.62	4.61	0.01	896	99%
alnSeq	mid	large	hirschberg	mid	2.59	2.59	0.00	1024	100%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	99%
bio-align	mid	large	hirschberg	NA	1.36	1.35	0.00	4864	99%
ssw_test	mid	large	water	NA	0.33	0.32	0.00	51744	100%
alnSeq	mid	large	needle	byte	1.26	1.22	0.04	298856	99%
alnSeq	mid	large	water	byte	1.47	1.43	0.03	298804	99%
alnSeq	mid	large	scan	byte	3.24	3.21	0.03	300544	99%
alnSeq	mid	large	needle	mid	1.18	1.14	0.03	298816	99%
alnSeq	mid	large	water	mid	1.38	1.36	0.02	298860	100%
alnSeq	mid	large	scan	mid	3.67	3.65	0.02	300596	99%
alnSeq	mid	large	needle	fast	0.80	0.78	0.02	298896	100%
alnSeq	mid	large	water	fast	0.81	0.78	0.02	298872	99%
alnSeq	mid	large	scan	fast	3.01	2.98	0.02	300512	99%
bio-align	mid	large	needle	NA	1.54	1.35	0.18	2387832	99%
emboss	mid	large	needle	NA	4.15	3.82	0.32	4786128	99%
emboss	mid	large	water	NA	4.64	4.43	0.20	2402456	99%
alnSeq	mid	large	needle	two-bit	2.71	2.70	0.01	75264	99%
alnSeq	mid	large	water	two-bit	2.53	2.45	0.07	75264	100%
alnSeq	mid	large	scan	two-bit	4.75	4.71	0.03	76928	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	896	100%
alnSeq	mid	large	hirschberg	two-bit	4.57	4.57	0.00	896	100%
alnSeq	mid	large	hirschberg	mid	2.58	2.58	0.00	1024	100%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	99%
bio-align	mid	large	hirschberg	NA	1.37	1.36	0.00	4864	99%
ssw_test	mid	large	water	NA	0.32	0.31	0.00	51744	100%
alnSeq	mid	large	needle	byte	1.26	1.23	0.02	298832	99%
alnSeq	mid	large	water	byte	1.45	1.41	0.03	298900	99%
alnSeq	mid	large	scan	byte	3.24	3.22	0.02	300524	100%
alnSeq	mid	large	needle	mid	1.16	1.15	0.00	298880	100%
alnSeq	mid	large	water	mid	1.38	1.36	0.02	298884	99%
alnSeq	mid	large	scan	mid	3.67	3.63	0.04	300608	99%
alnSeq	mid	large	needle	fast	0.80	0.78	0.02	298876	99%
alnSeq	mid	large	water	fast	0.81	0.78	0.02	298852	99%
alnSeq	mid	large	scan	fast	3.01	2.98	0.02	300560	99%
bio-align	mid	large	needle	NA	1.54	1.36	0.17	2387836	99%
emboss	mid	large	needle	NA	4.12	3.73	0.38	4786008	99%
emboss	mid	large	water	NA	4.63	4.44	0.18	2402400	99%
alnSeq	mid	large	needle	two-bit	2.71	2.67	0.03	75264	99%
alnSeq	mid	large	water	two-bit	2.54	2.47	0.06	75264	100%
alnSeq	mid	large	scan	two-bit	4.75	4.71	0.03	76928	99%
alnSeq	mid	large	hirschberg	byte	2.73	2.73	0.00	1024	100%
alnSeq	mid	large	hirschberg	two-bit	4.56	4.56	0.00	896	100%
alnSeq	mid	large	hirschberg	mid	2.57	2.57	0.00	896	99%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	100%
bio-align	mid	large	hirschberg	NA	1.40	1.40	0.00	4864	99%
ssw_test	mid	large	water	NA	0.32	0.31	0.00	51748	100%
alnSeq	mid	large	needle	byte	1.26	1.25	0.01	298844	99%
alnSeq	mid	large	water	byte	1.44	1.42	0.02	298828	100%
alnSeq	mid	large	scan	byte	3.24	3.23	0.01	300592	100%
alnSeq	mid	large	needle	mid	1.16	1.15	0.01	298844	100%
alnSeq	mid	large	water	mid	1.38	1.35	0.03	298800	99%
alnSeq	mid	large	scan	mid	3.67	3.64	0.02	300524	99%
alnSeq	mid	large	needle	fast	0.81	0.79	0.01	298800	99%
alnSeq	mid	large	water	fast	0.81	0.79	0.01	298820	99%
alnSeq	mid	large	scan	fast	3.01	2.97	0.03	300524	99%
bio-align	mid	large	needle	NA	1.54	1.36	0.17	2387832	99%
emboss	mid	large	needle	NA	4.12	3.76	0.35	4786128	99%
emboss	mid	large	water	NA	4.63	4.43	0.19	2402596	99%
alnSeq	mid	large	needle	two-bit	2.71	2.67	0.03	75136	99%
alnSeq	mid	large	water	two-bit	2.54	2.51	0.03	75264	99%
alnSeq	mid	large	scan	two-bit	4.75	4.73	0.02	76928	99%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	99%
alnSeq	mid	large	hirschberg	two-bit	4.56	4.55	0.00	784	99%
alnSeq	mid	large	hirschberg	mid	2.58	2.58	0.00	1024	99%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	100%
bio-align	mid	large	hirschberg	NA	1.36	1.35	0.00	4864	99%
ssw_test	mid	large	water	NA	0.32	0.31	0.00	51744	100%
alnSeq	mid	large	needle	byte	1.29	1.26	0.03	298892	99%
alnSeq	mid	large	water	byte	1.47	1.44	0.03	298900	99%
alnSeq	mid	large	scan	byte	3.24	3.20	0.03	300520	99%
alnSeq	mid	large	needle	mid	1.16	1.11	0.05	298804	99%
alnSeq	mid	large	water	mid	1.38	1.36	0.01	298856	99%
alnSeq	mid	large	scan	mid	3.67	3.65	0.02	300496	99%
alnSeq	mid	large	needle	fast	0.80	0.79	0.01	298812	99%
alnSeq	mid	large	water	fast	0.81	0.78	0.02	298876	99%
alnSeq	mid	large	scan	fast	3.01	2.99	0.01	300536	99%
bio-align	mid	large	needle	NA	1.55	1.37	0.18	2387832	99%
emboss	mid	large	needle	NA	4.20	3.91	0.29	4786020	100%
emboss	mid	large	water	NA	4.66	4.49	0.16	2402456	100%
alnSeq	mid	large	needle	two-bit	2.71	2.68	0.03	75264	100%
alnSeq	mid	large	water	two-bit	2.55	2.53	0.02	75264	99%
alnSeq	mid	large	scan	two-bit	4.75	4.72	0.03	76928	99%
alnSeq	mid	large	hirschberg	byte	2.75	2.75	0.00	1024	100%
alnSeq	mid	large	hirschberg	two-bit	4.58	4.58	0.00	896	100%
alnSeq	mid	large	hirschberg	mid	2.57	2.57	0.00	1024	100%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	100%
bio-align	mid	large	hirschberg	NA	1.36	1.36	0.00	4992	100%
ssw_test	mid	large	water	NA	0.31	0.29	0.02	51748	99%
alnSeq	mid	large	needle	byte	1.26	1.26	0.00	298856	100%
alnSeq	mid	large	water	byte	1.45	1.43	0.02	298908	100%
alnSeq	mid	large	scan	byte	3.24	3.21	0.02	300572	100%
alnSeq	mid	large	needle	mid	1.16	1.14	0.01	298828	99%
alnSeq	mid	large	water	mid	1.38	1.37	0.00	298880	99%
alnSeq	mid	large	scan	mid	3.68	3.66	0.01	300568	99%
alnSeq	mid	large	needle	fast	0.80	0.77	0.02	298868	99%
alnSeq	mid	large	water	fast	0.81	0.78	0.02	298908	99%
alnSeq	mid	large	scan	fast	3.03	2.96	0.05	300564	99%
bio-align	mid	large	needle	NA	1.55	1.37	0.18	2387836	99%
emboss	mid	large	needle	NA	4.09	3.69	0.37	4786128	99%
emboss	mid	large	water	NA	4.64	4.44	0.19	2402588	99%
alnSeq	mid	large	needle	two-bit	2.71	2.68	0.03	75264	99%
alnSeq	mid	large	water	two-bit	2.57	2.54	0.02	75264	99%
alnSeq	mid	large	scan	two-bit	4.74	4.70	0.04	76928	100%
alnSeq	mid	large	hirschberg	byte	2.72	2.72	0.00	1024	100%
alnSeq	mid	large	hirschberg	two-bit	4.60	4.59	0.00	784	99%
alnSeq	mid	large	hirschberg	mid	2.58	2.58	0.00	1024	99%
alnSeq	mid	large	hirschberg	fast	0.84	0.84	0.00	1024	100%
bio-align	mid	large	hirschberg	NA	1.35	1.35	0.00	4864	99%
ssw_test	mid	large	water	NA	0.32	0.30	0.02	51748	100%
alnSeq	mid	large	needle	byte	1.26	1.23	0.02	298856	100%
alnSeq	mid	large	water	byte	1.44	1.43	0.01	298816	99%
alnSeq	mid	large	scan	byte	3.29	3.28	0.01	300600	99%
alnSeq	mid	large	needle	mid	1.16	1.14	0.01	298804	99%
alnSeq	mid	large	water	mid	1.38	1.38	0.00	298900	100%
alnSeq	mid	large	scan	mid	3.67	3.64	0.03	300584	99%
alnSeq	mid	large	needle	fast	0.80	0.78	0.02	298916	100%
alnSeq	mid	large	water	fast	0.81	0.77	0.03	298848	99%
alnSeq	mid	large	scan	fast	3.01	2.99	0.01	300592	99%
bio-align	mid	large	needle	NA	1.54	1.35	0.18	2387836	100%
emboss	mid	large	needle	NA	4.14	3.76	0.37	4786124	99%
emboss	mid	large	water	NA	4.55	4.36	0.19	2402508	99%
alnSeq	mid	ramKiller	needle	two-bit	19.34	19.08	0.26	532608	100%
alnSeq	mid	ramKiller	water	two-bit	18.36	18.07	0.27	532480	99%
alnSeq	mid	ramKiller	scan	two-bit	33.55	33.20	0.34	540776	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.67	19.62	0.03	1408	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.80	32.74	0.03	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.39	18.38	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.02	6.02	0.00	1408	100%
bio-align	mid	ramKiller	hirschberg	NA	9.67	9.66	0.00	6256	99%
ssw_test	mid	ramKiller	water	NA	0.69	0.68	0.00	37748	99%
alnSeq	mid	ramKiller	needle	two-bit	19.37	19.09	0.28	532480	99%
alnSeq	mid	ramKiller	water	two-bit	18.08	17.85	0.22	532480	99%
alnSeq	mid	ramKiller	scan	two-bit	33.43	33.14	0.28	540856	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.45	19.44	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.55	32.54	0.00	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.40	18.40	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.01	6.01	0.00	1536	100%
bio-align	mid	ramKiller	hirschberg	NA	9.67	9.67	0.00	6144	99%
ssw_test	mid	ramKiller	water	NA	0.69	0.69	0.00	37788	99%
alnSeq	mid	ramKiller	needle	two-bit	19.57	19.32	0.24	532480	99%
alnSeq	mid	ramKiller	water	two-bit	18.07	17.77	0.30	532608	99%
alnSeq	mid	ramKiller	scan	two-bit	33.41	33.13	0.28	540716	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.46	19.46	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.57	32.57	0.00	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.39	18.39	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.02	6.01	0.00	1408	99%
bio-align	mid	ramKiller	hirschberg	NA	9.67	9.66	0.00	6016	99%
ssw_test	mid	ramKiller	water	NA	0.76	0.75	0.00	37784	99%
alnSeq	mid	ramKiller	needle	two-bit	19.41	19.16	0.25	532480	99%
alnSeq	mid	ramKiller	water	two-bit	18.08	17.86	0.21	532480	99%
alnSeq	mid	ramKiller	scan	two-bit	33.39	33.14	0.25	540804	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.76	19.75	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.61	32.61	0.00	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.40	18.39	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.01	6.01	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.67	9.66	0.00	6088	99%
ssw_test	mid	ramKiller	water	NA	0.75	0.73	0.01	38812	99%
alnSeq	mid	ramKiller	needle	two-bit	19.54	19.23	0.30	532608	99%
alnSeq	mid	ramKiller	water	two-bit	18.08	17.78	0.30	532608	99%
alnSeq	mid	ramKiller	scan	two-bit	33.39	33.12	0.26	540776	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.44	19.44	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.83	32.76	0.05	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.41	18.41	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.03	6.03	0.00	1408	99%
bio-align	mid	ramKiller	hirschberg	NA	9.85	9.82	0.02	6144	99%
ssw_test	mid	ramKiller	water	NA	0.75	0.75	0.00	37784	99%
alnSeq	mid	ramKiller	needle	two-bit	19.37	19.07	0.29	532608	99%
alnSeq	mid	ramKiller	water	two-bit	18.06	17.65	0.41	532480	99%
alnSeq	mid	ramKiller	scan	two-bit	33.43	33.09	0.34	540852	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.65	19.65	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.57	32.57	0.00	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.40	18.39	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.01	6.01	0.00	1408	99%
bio-align	mid	ramKiller	hirschberg	NA	9.66	9.65	0.00	6104	99%
ssw_test	mid	ramKiller	water	NA	0.70	0.69	0.01	37788	99%
alnSeq	mid	ramKiller	needle	two-bit	19.56	19.23	0.32	532480	99%
alnSeq	mid	ramKiller	water	two-bit	18.22	17.90	0.31	532480	99%
alnSeq	mid	ramKiller	scan	two-bit	33.69	33.39	0.28	540860	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.69	19.66	0.01	1408	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.76	32.67	0.07	1152	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.40	18.39	0.00	1408	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.03	6.02	0.00	1408	99%
bio-align	mid	ramKiller	hirschberg	NA	9.69	9.69	0.00	6124	99%
ssw_test	mid	ramKiller	water	NA	0.72	0.71	0.00	37768	100%
alnSeq	mid	ramKiller	needle	two-bit	19.35	19.10	0.24	532608	99%
alnSeq	mid	ramKiller	water	two-bit	18.24	17.91	0.32	532480	99%
alnSeq	mid	ramKiller	scan	two-bit	33.86	33.51	0.35	540920	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.75	19.69	0.04	1408	99%
alnSeq	mid	ramKiller	hirschberg	two-bit	32.70	32.70	0.00	1280	99%
alnSeq	mid	ramKiller	hirschberg	mid	18.46	18.46	0.00	1536	99%
alnSeq	mid	ramKiller	hirschberg	fast	6.02	6.01	0.00	1536	99%
bio-align	mid	ramKiller	hirschberg	NA	9.66	9.66	0.00	6128	99%
ssw_test	mid	ramKiller	water	NA	0.77	0.75	0.01	38816	99%
alnSeq	mid	ramKiller	needle	two-bit	19.45	19.22	0.22	532608	99%
alnSeq	mid	ramKiller	water	two-bit	18.08	17.79	0.29	532608	99%
alnSeq	mid	ramKiller	scan	two-bit	33.42	33.13	0.28	540840	99%
alnSeq	mid	ramKiller	hirschberg	byte	19.42	19.42	0.00	1536	100%
